"","player_name","match_round","vote","season","player_team"
"4217","Liam Shiels","1",1,2020,"Hawthorn"
"4218","Jack Viney","1",8,2020,"Melbourne"
"4219","Andrew Gaff","1",7,2020,"West Coast"
"4220","Shannon Hurn","1",6,2020,"West Coast"
"4221","Liam Ryan","1",6,2020,"West Coast"
"4222","Dom Sheed","1",2,2020,"West Coast"
"4223","Nic Naitanui","1",1,2020,"West Coast"
"4224","Bachar Houli","2",8,2020,"Richmond"
"4225","Scott Pendlebury","2",8,2020,"Collingwood"
"4226","Taylor Adams","2",8,2020,"Collingwood"
"4227","Trent Cotchin","2",4,2020,"Richmond"
"4228","Jeremy Howe","2",2,2020,"Collingwood"
"4229","Rhys Stanley","2",9,2020,"Geelong"
"4230","Joel Selwood","2",9,2020,"Geelong"
"4231","Zach Tuohy","2",3,2020,"Geelong"
"4232","Brandan Parfitt","2",3,2020,"Geelong"
"4233","Gary Ablett","2",3,2020,"Geelong"
"4234","Gryan Miers","2",3,2020,"Geelong"
"4235","Lachie Neale","2",10,2020,"Brisbane Lions"
"4236","Charlie Cameron","2",7,2020,"Brisbane Lions"
"4237","Michael Walters","2",7,2020,"Fremantle"
"4238","Oscar McInerney","2",2,2020,"Brisbane Lions"
"4239","Harris Andrews","2",2,2020,"Brisbane Lions"
"4240","Nat Fyfe","2",2,2020,"Fremantle"
"4241","Christian Petracca","2",10,2020,"Melbourne"
"4242","Max Gawn","2",8,2020,"Melbourne"
"4243","Jacob Weitering","2",6,2020,"Carlton"
"4244","Clayton Oliver","2",3,2020,"Melbourne"
"4245","Sam Docherty","2",2,2020,"Carlton"
"4246","Christian Salem","2",1,2020,"Melbourne"
"4247","Matthew Rowell","2",10,2020,"Gold Coast"
"4248","Lachie Weller","2",7,2020,"Gold Coast"
"4249","Luke Shuey","2",6,2020,"West Coast"
"4250","Jack Lukosius","2",3,2020,"Gold Coast"
"4251","Touk Miller","2",2,2020,"Gold Coast"
"4252","Ben Ainsworth","2",1,2020,"Gold Coast"
"4253","Elliot Yeo","2",1,2020,"West Coast"
"4254","Travis Boak","2",8,2020,"Port Adelaide"
"4255","Steven Motlop","2",7,2020,"Port Adelaide"
"4256","Darcy Byrne-Jones","2",5,2020,"Port Adelaide"
"4257","Xavier Duursma","2",4,2020,"Port Adelaide"
"4258","Connor Rozee","2",4,2020,"Port Adelaide"
"4259","Todd Marshall","2",2,2020,"Port Adelaide"
"4260","Todd Goldstein","2",10,2020,"North Melbourne"
"4261","Shaun Higgins","2",7,2020,"North Melbourne"
"4262","Robbie Tarrant","2",6,2020,"North Melbourne"
"4263","Jared Polec","2",5,2020,"North Melbourne"
"4264","Cameron Zurhaar","2",1,2020,"North Melbourne"
"4265","Jy Simpkin","2",1,2020,"North Melbourne"
"4266","Zach Merrett","2",10,2020,"Essendon"
"4267","Adam Saad","2",7,2020,"Essendon"
"4268","Dane Rampe","2",4,2020,"Sydney"
"4269","Aaron Francis","2",3,2020,"Essendon"
"4270","Jake Lloyd","2",2,2020,"Sydney"
"4271","Oliver Florent","2",2,2020,"Sydney"
"4272","Andrew McGrath","2",1,2020,"Essendon"
"4273","Kyle Langford","2",1,2020,"Essendon"
"4274","Jack Billings","2",10,2020,"St Kilda"
"4275","Zak Jones","2",6,2020,"St Kilda"
"4276","Jack Steele","2",4,2020,"St Kilda"
"4277","Dan Butler","2",3,2020,"St Kilda"
"4278","Josh Dunkley","2",3,2020,"Western Bulldogs"
"4279","Bailey Smith","2",2,2020,"Western Bulldogs"
"4280","Jade Gresham","2",1,2020,"St Kilda"
"4281","Bailey Williams","2",1,2020,"Western Bulldogs"
"4282","Jaeger O'Meara","3",10,2020,"Hawthorn"
"4283","Isaac Smith","3",8,2020,"Hawthorn"
"4284","Jonathon Ceglar","3",6,2020,"Hawthorn"
"4285","Ben McEvoy","3",3,2020,"Hawthorn"
"4286","Chad Wingard","3",3,2020,"Hawthorn"
"4287","Caleb Daniel","3",7,2020,"Western Bulldogs"
"4288","Bailey Smith","3",6,2020,"Western Bulldogs"
"4289","Alex Keath","3",4,2020,"Western Bulldogs"
"4290","Jack Macrae","3",4,2020,"Western Bulldogs"
"4291","Tom Liberatore","3",3,2020,"Western Bulldogs"
"4292","Harry Perryman","3",3,2020,"Greater Western Sydney"
"4293","Harry Perryman","3",3,2020,"Greater Western Sydney"
"4294","Tim English","3",2,2020,"Western Bulldogs"
"4295","Marcus Bontempelli","3",1,2020,"Western Bulldogs"
"4296","Isaac Heeney","3",9,2020,"Sydney"
"4297","Jy Simpkin","3",9,2020,"North Melbourne"
"4298","George Hewett","3",4,2020,"Sydney"
"4299","Tom Papley","3",4,2020,"Sydney"
"4300","Luke Parker","3",3,2020,"Sydney"
"4301","Jake Lloyd","3",1,2020,"Sydney"
"4302","Taylor Adams","3",8,2020,"Collingwood"
"4303","Steele Sidebottom","3",8,2020,"Collingwood"
"4304","Brodie Grundy","3",5,2020,"Collingwood"
"4305","Brayden Maynard","3",5,2020,"Collingwood"
"4306","Darcy Moore","3",2,2020,"Collingwood"
"4307","Dan Butler","3",1,2020,"St Kilda"
"4308","Brody Mihocek","3",1,2020,"Collingwood"
"4309","Lachie Neale","3",10,2020,"Brisbane Lions"
"4310","Hugh McCluggage","3",8,2020,"Brisbane Lions"
"4311","Jarrod Berry","3",6,2020,"Brisbane Lions"
"4312","Nic Naitanui","3",2,2020,"West Coast"
"4313","Andrew Gaff","3",2,2020,"West Coast"
"4314","Brad Sheppard","3",1,2020,"West Coast"
"4315","Darcy Gardiner","3",1,2020,"Brisbane Lions"
"4316","Levi Casboult","3",9,2020,"Carlton"
"4317","Marc Pittonet","3",7,2020,"Carlton"
"4318","Patrick Cripps","3",5,2020,"Carlton"
"4319","Jacob Weitering","3",4,2020,"Carlton"
"4320","Eddie Betts","3",3,2020,"Carlton"
"4321","Gary Rohan","3",1,2020,"Geelong"
"4322","Sam Docherty","3",1,2020,"Carlton"
"4323","Matthew Rowell","3",10,2020,"Gold Coast"
"4324","Jarrod Witts","3",8,2020,"Gold Coast"
"4325","Lachie Weller","3",3,2020,"Gold Coast"
"4326","Ben King","3",3,2020,"Gold Coast"
"4327","Hugh Greenwood","3",3,2020,"Gold Coast"
"4328","Touk Miller","3",3,2020,"Gold Coast"
"4329","Travis Boak","3",10,2020,"Port Adelaide"
"4330","Ollie Wines","3",8,2020,"Port Adelaide"
"4331","Nat Fyfe","3",4,2020,"Fremantle"
"4332","Charlie Dixon","3",4,2020,"Port Adelaide"
"4333","Justin Westhoff","3",2,2020,"Port Adelaide"
"4334","Scott Lycett","3",2,2020,"Port Adelaide"
"4335","Marcus Bontempelli","4",10,2020,"Western Bulldogs"
"4336","Tim English","4",6,2020,"Western Bulldogs"
"4337","Tom Papley","4",6,2020,"Sydney"
"4338","Caleb Daniel","4",4,2020,"Western Bulldogs"
"4339","Bailey Smith","4",2,2020,"Western Bulldogs"
"4340","Hayden Crozier","4",2,2020,"Western Bulldogs"
"4341","Toby Greene","4",10,2020,"Greater Western Sydney"
"4342","Toby Greene","4",10,2020,"Greater Western Sydney"
"4343","Scott Pendlebury","4",8,2020,"Collingwood"
"4344","Nick Haynes","4",6,2020,"Greater Western Sydney"
"4345","Nick Haynes","4",6,2020,"Greater Western Sydney"
"4346","Jeremy Howe","4",2,2020,"Collingwood"
"4347","Tom Green","4",2,2020,"Greater Western Sydney"
"4348","Tom Green","4",2,2020,"Greater Western Sydney"
"4349","Josh Kelly","4",1,2020,"Greater Western Sydney"
"4350","Josh Kelly","4",1,2020,"Greater Western Sydney"
"4351","Darcy Moore","4",1,2020,"Collingwood"
"4352","Charlie Dixon","4",10,2020,"Port Adelaide"
"4353","Hamish Hartlett","4",8,2020,"Port Adelaide"
"4354","Brad Ebert","4",5,2020,"Port Adelaide"
"4355","Karl Amon","4",3,2020,"Port Adelaide"
"4356","Darcy Byrne-Jones","4",3,2020,"Port Adelaide"
"4357","Travis Boak","4",1,2020,"Port Adelaide"
"4358","Dan Butler","4",10,2020,"St Kilda"
"4359","Tim Membrey","4",8,2020,"St Kilda"
"4360","Toby Nankervis","4",5,2020,"Richmond"
"4361","Jack Steele","4",5,2020,"St Kilda"
"4362","Trent Cotchin","4",1,2020,"Richmond"
"4363","Jake Carlisle","4",1,2020,"St Kilda"
"4364","Sam Docherty","4",8,2020,"Carlton"
"4365","Levi Casboult","4",8,2020,"Carlton"
"4366","David Cuningham","4",8,2020,"Carlton"
"4367","Marc Pittonet","4",4,2020,"Carlton"
"4368","Jordan Ridley","4",1,2020,"Essendon"
"4369","Mitch McGovern","4",1,2020,"Carlton"
"4370","Matthew Rowell","4",10,2020,"Gold Coast"
"4371","Jarrod Witts","4",8,2020,"Gold Coast"
"4372","Touk Miller","4",5,2020,"Gold Coast"
"4373","Darcy Tucker","4",3,2020,"Fremantle"
"4374","Brandon Ellis","4",2,2020,"Gold Coast"
"4375","Michael Walters","4",1,2020,"Fremantle"
"4376","Matt Taberner","4",1,2020,"Fremantle"
"4377","Hugh McCluggage","4",10,2020,"Brisbane Lions"
"4378","Jarrod Berry","4",5,2020,"Brisbane Lions"
"4379","Lachie Neale","4",5,2020,"Brisbane Lions"
"4380","Mitch Robinson","4",4,2020,"Brisbane Lions"
"4381","Harris Andrews","4",3,2020,"Brisbane Lions"
"4382","Jarryd Lyons","4",2,2020,"Brisbane Lions"
"4383","Lincoln McCarthy","4",1,2020,"Brisbane Lions"
"4384","Cameron Guthrie","4",10,2020,"Geelong"
"4385","Angus Brayshaw","4",7,2020,"Melbourne"
"4386","Brandan Parfitt","4",4,2020,"Geelong"
"4387","Patrick Dangerfield","4",3,2020,"Geelong"
"4388","Jack Viney","4",3,2020,"Melbourne"
"4389","Joel Selwood","4",2,2020,"Geelong"
"4390","Mark Blicavs","4",1,2020,"Geelong"
"4391","Chad Wingard","4",10,2020,"Hawthorn"
"4392","Todd Goldstein","4",6,2020,"North Melbourne"
"4393","James Sicily","4",5,2020,"Hawthorn"
"4394","Tom Mitchell","4",4,2020,"Hawthorn"
"4395","Ben McEvoy","4",3,2020,"Hawthorn"
"4396","Jed Anderson","4",2,2020,"North Melbourne"
"4397","Jack Steele","5",10,2020,"St Kilda"
"4398","Rowan Marshall","5",7,2020,"St Kilda"
"4399","Nick Coffield","5",4,2020,"St Kilda"
"4400","Jack Billings","5",4,2020,"St Kilda"
"4401","Liam Jones","5",2,2020,"Carlton"
"4402","Jack Martin","5",2,2020,"Carlton"
"4403","Callum Wilkie","5",1,2020,"St Kilda"
"4404","Dylan Shiel","5",10,2020,"Essendon"
"4405","Jordan Ridley","5",5,2020,"Essendon"
"4406","Jake Stringer","5",4,2020,"Essendon"
"4407","Andrew McGrath","5",4,2020,"Essendon"
"4408","Cale Hooker","5",3,2020,"Essendon"
"4409","Brodie Grundy","5",2,2020,"Collingwood"
"4410","Anthony McDonald-Tipungwuti","5",1,2020,"Essendon"
"4411","Will Snelling","5",1,2020,"Essendon"
"4412","Nic Naitanui","5",10,2020,"West Coast"
"4413","Elliot Yeo","5",8,2020,"West Coast"
"4414","Dom Sheed","5",4,2020,"West Coast"
"4415","Oscar Allen","5",4,2020,"West Coast"
"4416","Liam Duggan","5",3,2020,"West Coast"
"4417","Brad Sheppard","5",1,2020,"West Coast"
"4418","Tom Hawkins","5",9,2020,"Geelong"
"4419","Joel Selwood","5",8,2020,"Geelong"
"4420","Mitch Duncan","5",7,2020,"Geelong"
"4421","Sam Menegola","5",2,2020,"Geelong"
"4422","Jarrod Witts","5",2,2020,"Gold Coast"
"4423","Hugh Greenwood","5",1,2020,"Gold Coast"
"4424","Esava Ratugolea","5",1,2020,"Geelong"
"4425","Josh Bruce","5",10,2020,"Western Bulldogs"
"4426","Caleb Daniel","5",6,2020,"Western Bulldogs"
"4427","Easton Wood","5",4,2020,"Western Bulldogs"
"4428","Jason Johannisen","5",4,2020,"Western Bulldogs"
"4429","Hayden Crozier","5",2,2020,"Western Bulldogs"
"4430","Tom Liberatore","5",2,2020,"Western Bulldogs"
"4431","Alex Keath","5",1,2020,"Western Bulldogs"
"4432","Tim English","5",1,2020,"Western Bulldogs"
"4433","Lachie Neale","5",9,2020,"Brisbane Lions"
"4434","Jarryd Lyons","5",5,2020,"Brisbane Lions"
"4435","Harris Andrews","5",4,2020,"Brisbane Lions"
"4436","Hugh McCluggage","5",4,2020,"Brisbane Lions"
"4437","Daniel Rich","5",3,2020,"Brisbane Lions"
"4438","Zak Butters","5",3,2020,"Port Adelaide"
"4439","Daniel McStay","5",2,2020,"Brisbane Lions"
"4440","Andrew Brayshaw","5",10,2020,"Fremantle"
"4441","Griffin Logue","5",6,2020,"Fremantle"
"4442","David Mundy","5",5,2020,"Fremantle"
"4443","Brad Crouch","5",3,2020,"Adelaide"
"4444","Adam Cerra","5",3,2020,"Fremantle"
"4445","Tom Doedee","5",2,2020,"Adelaide"
"4446","Luke Ryan","5",1,2020,"Fremantle"
"4447","Kane Lambert","5",10,2020,"Richmond"
"4448","Jack Higgins","5",6,2020,"Richmond"
"4449","Noah Balta","5",6,2020,"Richmond"
"4450","Michael Hibberd","5",4,2020,"Melbourne"
"4451","Christian Petracca","5",3,2020,"Melbourne"
"4452","Tom J. Lynch","5",1,2020,"Richmond"
"4453","Nick Haynes","5",9,2020,"Greater Western Sydney"
"4454","Nick Haynes","5",9,2020,"Greater Western Sydney"
"4455","Harry Perryman","5",5,2020,"Greater Western Sydney"
"4456","Harry Perryman","5",5,2020,"Greater Western Sydney"
"4457","Josh Kelly","5",5,2020,"Greater Western Sydney"
"4458","Josh Kelly","5",5,2020,"Greater Western Sydney"
"4459","Jeremy Finlayson","5",3,2020,"Greater Western Sydney"
"4460","Jeremy Finlayson","5",3,2020,"Greater Western Sydney"
"4461","Lachie Whitfield","5",3,2020,"Greater Western Sydney"
"4462","Lachie Whitfield","5",3,2020,"Greater Western Sydney"
"4463","Phil Davis","5",2,2020,"Greater Western Sydney"
"4464","Phil Davis","5",2,2020,"Greater Western Sydney"
"4465","Heath Shaw","5",2,2020,"Greater Western Sydney"
"4466","Heath Shaw","5",2,2020,"Greater Western Sydney"
"4467","Harry Himmelberg","5",1,2020,"Greater Western Sydney"
"4468","Harry Himmelberg","5",1,2020,"Greater Western Sydney"
"4469","Patrick Dangerfield","6",10,2020,"Geelong"
"4470","Joel Selwood","6",8,2020,"Geelong"
"4471","Dayne Zorko","6",3,2020,"Brisbane Lions"
"4472","Tom Hawkins","6",3,2020,"Geelong"
"4473","Sam Menegola","6",3,2020,"Geelong"
"4474","Mark Blicavs","6",2,2020,"Geelong"
"4475","Cameron Guthrie","6",1,2020,"Geelong"
"4476","Adam Treloar","6",9,2020,"Collingwood"
"4477","Brody Mihocek","6",8,2020,"Collingwood"
"4478","Darcy Moore","6",7,2020,"Collingwood"
"4479","Taylor Adams","6",3,2020,"Collingwood"
"4480","James Sicily","6",2,2020,"Hawthorn"
"4481","Jamie Elliott","6",1,2020,"Collingwood"
"4482","Andrew Brayshaw","6",9,2020,"Fremantle"
"4483","Michael Walters","6",8,2020,"Fremantle"
"4484","Tim Membrey","6",4,2020,"St Kilda"
"4485","Jade Gresham","6",3,2020,"St Kilda"
"4486","Matt Taberner","6",2,2020,"Fremantle"
"4487","Rory Lobb","6",2,2020,"Fremantle"
"4488","Stephen Hill","6",1,2020,"Fremantle"
"4489","Jack Steele","6",1,2020,"St Kilda"
"4490","Tim Kelly","6",10,2020,"West Coast"
"4491","Jeremy McGovern","6",7,2020,"West Coast"
"4492","Nic Naitanui","6",5,2020,"West Coast"
"4493","Brodie Smith","6",5,2020,"Adelaide"
"4494","Dom Sheed","6",2,2020,"West Coast"
"4495","Andrew Gaff","6",1,2020,"West Coast"
"4496","Max Gawn","6",9,2020,"Melbourne"
"4497","Christian Petracca","6",7,2020,"Melbourne"
"4498","Izak Rankine","6",4,2020,"Gold Coast"
"4499","Jack Viney","6",4,2020,"Melbourne"
"4500","Charlie Ballard","6",4,2020,"Gold Coast"
"4501","Clayton Oliver","6",2,2020,"Melbourne"
"4502","David Zaharakis","6",10,2020,"Essendon"
"4503","Jordan Ridley","6",6,2020,"Essendon"
"4504","Todd Goldstein","6",4,2020,"North Melbourne"
"4505","Darcy Parish","6",4,2020,"Essendon"
"4506","Andrew McGrath","6",2,2020,"Essendon"
"4507","Jy Simpkin","6",2,2020,"North Melbourne"
"4508","Anthony McDonald-Tipungwuti","6",1,2020,"Essendon"
"4509","Adam Saad","6",1,2020,"Essendon"
"4510","Tom Jonas","6",8,2020,"Port Adelaide"
"4511","Sam Powell-Pepper","6",7,2020,"Port Adelaide"
"4512","Kane Farrell","6",6,2020,"Port Adelaide"
"4513","Dan Houston","6",4,2020,"Port Adelaide"
"4514","Lachie Whitfield","6",4,2020,"Greater Western Sydney"
"4515","Lachie Whitfield","6",4,2020,"Greater Western Sydney"
"4516","Scott Lycett","6",1,2020,"Port Adelaide"
"4517","Callum Mills","6",10,2020,"Sydney"
"4518","Kane Lambert","6",5,2020,"Richmond"
"4519","Jayden Short","6",4,2020,"Richmond"
"4520","Jack Graham","6",3,2020,"Richmond"
"4521","Robbie Fox","6",3,2020,"Sydney"
"4522","Nick Vlastuin","6",3,2020,"Richmond"
"4523","Kamdyn McIntosh","6",2,2020,"Richmond"
"4524","Jack Martin","6",8,2020,"Carlton"
"4525","Jack Macrae","6",5,2020,"Western Bulldogs"
"4526","Ed Curnow","6",5,2020,"Carlton"
"4527","Eddie Betts","6",4,2020,"Carlton"
"4528","Alex Keath","6",3,2020,"Western Bulldogs"
"4529","Michael Gibbons","6",2,2020,"Carlton"
"4530","Harry McKay","6",2,2020,"Carlton"
"4531","Bailey Smith","6",1,2020,"Western Bulldogs"
"4532","Jordan De Goey","7",10,2020,"Collingwood"
"4533","Scott Pendlebury","7",4,2020,"Collingwood"
"4534","Adam Treloar","7",4,2020,"Collingwood"
"4535","Darcy Moore","7",3,2020,"Collingwood"
"4536","Cameron Guthrie","7",3,2020,"Geelong"
"4537","Brodie Grundy","7",2,2020,"Collingwood"
"4538","Jamie Elliott","7",2,2020,"Collingwood"
"4539","Mark Blicavs","7",1,2020,"Geelong"
"4540","Brayden Maynard","7",1,2020,"Collingwood"
"4541","Tim English","7",10,2020,"Western Bulldogs"
"4542","Jack Macrae","7",8,2020,"Western Bulldogs"
"4543","Mitch Wallis","7",5,2020,"Western Bulldogs"
"4544","Marcus Bontempelli","7",4,2020,"Western Bulldogs"
"4545","Tom Liberatore","7",3,2020,"Western Bulldogs"
"4546","Dayne Zorko","7",7,2020,"Brisbane Lions"
"4547","Harris Andrews","7",5,2020,"Brisbane Lions"
"4548","Darcy Gardiner","7",5,2020,"Brisbane Lions"
"4549","Zac Bailey","7",4,2020,"Brisbane Lions"
"4550","Charlie Cameron","7",3,2020,"Brisbane Lions"
"4551","Aidan Corr","7",3,2020,"Greater Western Sydney"
"4552","Aidan Corr","7",3,2020,"Greater Western Sydney"
"4553","Stephen Coniglio","7",2,2020,"Greater Western Sydney"
"4554","Stephen Coniglio","7",2,2020,"Greater Western Sydney"
"4555","Grant Birchall","7",1,2020,"Brisbane Lions"
"4556","Hugh Greenwood","7",10,2020,"Gold Coast"
"4557","Jarrod Witts","7",5,2020,"Gold Coast"
"4558","Luke Parker","7",5,2020,"Sydney"
"4559","Izak Rankine","7",4,2020,"Gold Coast"
"4560","Brandon Ellis","7",4,2020,"Gold Coast"
"4561","David Swallow","7",2,2020,"Gold Coast"
"4562","Derek Eggmolesse-Smith","7",8,2020,"Richmond"
"4563","Dylan Grimes","7",6,2020,"Richmond"
"4564","Shai Bolton","7",6,2020,"Richmond"
"4565","Marlion Pickett","7",5,2020,"Richmond"
"4566","Nick Vlastuin","7",3,2020,"Richmond"
"4567","Shaun Higgins","7",1,2020,"North Melbourne"
"4568","Jayden Short","7",1,2020,"Richmond"
"4569","Charlie Dixon","7",10,2020,"Port Adelaide"
"4570","Tom Jonas","7",7,2020,"Port Adelaide"
"4571","Sam Walsh","7",5,2020,"Carlton"
"4572","Peter Ladhams","7",4,2020,"Port Adelaide"
"4573","Trent McKenzie","7",2,2020,"Port Adelaide"
"4574","Ollie Wines","7",1,2020,"Port Adelaide"
"4575","Jacob Weitering","7",1,2020,"Carlton"
"4576","Christian Petracca","7",10,2020,"Melbourne"
"4577","Max Gawn","7",8,2020,"Melbourne"
"4578","Clayton Oliver","7",5,2020,"Melbourne"
"4579","Jack Viney","7",3,2020,"Melbourne"
"4580","Steven May","7",2,2020,"Melbourne"
"4581","James Sicily","7",1,2020,"Hawthorn"
"4582","Sam Weideman","7",1,2020,"Melbourne"
"4583","Josh J. Kennedy","7",10,2020,"West Coast"
"4584","Andrew Gaff","7",4,2020,"West Coast"
"4585","Brad Sheppard","7",4,2020,"West Coast"
"4586","Matt Taberner","7",3,2020,"Fremantle"
"4587","Elliot Yeo","7",3,2020,"West Coast"
"4588","Jackson Nelson","7",2,2020,"West Coast"
"4589","Tim Kelly","7",2,2020,"West Coast"
"4590","Luke Ryan","7",2,2020,"Fremantle"
"4591","Jack Steele","7",10,2020,"St Kilda"
"4592","Jade Gresham","7",6,2020,"St Kilda"
"4593","Tom Doedee","7",5,2020,"Adelaide"
"4594","Dougal Howard","7",4,2020,"St Kilda"
"4595","Paddy Ryder","7",4,2020,"St Kilda"
"4596","Dan Butler","7",1,2020,"St Kilda"
"4597","Jack Macrae","8",10,2020,"Western Bulldogs"
"4598","Alex Keath","8",4,2020,"Western Bulldogs"
"4599","Jarrod Witts","8",4,2020,"Gold Coast"
"4600","Hayden Crozier","8",3,2020,"Western Bulldogs"
"4601","Touk Miller","8",3,2020,"Gold Coast"
"4602","Bailey Smith","8",3,2020,"Western Bulldogs"
"4603","Sam Collins","8",2,2020,"Gold Coast"
"4604","Caleb Daniel","8",1,2020,"Western Bulldogs"
"4605","Toby Greene","8",10,2020,"Greater Western Sydney"
"4606","Toby Greene","8",10,2020,"Greater Western Sydney"
"4607","Dustin Martin","8",7,2020,"Richmond"
"4608","Josh Kelly","8",7,2020,"Greater Western Sydney"
"4609","Josh Kelly","8",7,2020,"Greater Western Sydney"
"4610","Shai Bolton","8",4,2020,"Richmond"
"4611","Lachie Whitfield","8",2,2020,"Greater Western Sydney"
"4612","Lachie Whitfield","8",2,2020,"Greater Western Sydney"
"4613","Lachie Plowman","8",5,2020,"Carlton"
"4614","Marc Murphy","8",5,2020,"Carlton"
"4615","Jared Polec","8",4,2020,"North Melbourne"
"4616","Matthew Kennedy","8",4,2020,"Carlton"
"4617","Marc Pittonet","8",3,2020,"Carlton"
"4618","Ed Curnow","8",3,2020,"Carlton"
"4619","Sam Walsh","8",3,2020,"Carlton"
"4620","Jacob Weitering","8",2,2020,"Carlton"
"4621","Luke McDonald","8",1,2020,"North Melbourne"
"4622","Dane Rampe","8",10,2020,"Sydney"
"4623","Tom Papley","8",7,2020,"Sydney"
"4624","Jaeger O'Meara","8",6,2020,"Hawthorn"
"4625","Jake Lloyd","8",5,2020,"Sydney"
"4626","Liam Shiels","8",1,2020,"Hawthorn"
"4627","James Sicily","8",1,2020,"Hawthorn"
"4628","Jade Gresham","8",5,2020,"St Kilda"
"4629","Zak Jones","8",5,2020,"St Kilda"
"4630","Hunter Clark","8",5,2020,"St Kilda"
"4631","Darcy Byrne-Jones","8",4,2020,"Port Adelaide"
"4632","Dougal Howard","8",4,2020,"St Kilda"
"4633","Rowan Marshall","8",3,2020,"St Kilda"
"4634","Paddy Ryder","8",3,2020,"St Kilda"
"4635","Jack Steele","8",1,2020,"St Kilda"
"4636","Andrew McGrath","8",8,2020,"Essendon"
"4637","Zach Merrett","8",7,2020,"Essendon"
"4638","Brodie Smith","8",7,2020,"Adelaide"
"4639","Jordan Ridley","8",6,2020,"Essendon"
"4640","Paul Seedsman","8",1,2020,"Adelaide"
"4641","Darcy Parish","8",1,2020,"Essendon"
"4642","Josh J. Kennedy","8",9,2020,"West Coast"
"4643","Tim Kelly","8",9,2020,"West Coast"
"4644","Luke Shuey","8",5,2020,"West Coast"
"4645","Nic Naitanui","8",4,2020,"West Coast"
"4646","Oscar Allen","8",2,2020,"West Coast"
"4647","Elliot Yeo","8",1,2020,"West Coast"
"4648","Lachie Neale","8",10,2020,"Brisbane Lions"
"4649","Zac Bailey","8",7,2020,"Brisbane Lions"
"4650","Christian Petracca","8",7,2020,"Melbourne"
"4651","Jack Viney","8",4,2020,"Melbourne"
"4652","Jarryd Lyons","8",1,2020,"Brisbane Lions"
"4653","Hugh McCluggage","8",1,2020,"Brisbane Lions"
"4654","Cameron Guthrie","8",10,2020,"Geelong"
"4655","Zach Tuohy","8",7,2020,"Geelong"
"4656","Sam Menegola","8",5,2020,"Geelong"
"4657","Mark Blicavs","8",4,2020,"Geelong"
"4658","Mitch Duncan","8",3,2020,"Geelong"
"4659","Caleb Serong","8",1,2020,"Fremantle"
"4660","Dustin Martin","9",10,2020,"Richmond"
"4661","Jayden Short","9",4,2020,"Richmond"
"4662","Noah Balta","9",4,2020,"Richmond"
"4663","Caleb Daniel","9",3,2020,"Western Bulldogs"
"4664","Jack Macrae","9",3,2020,"Western Bulldogs"
"4665","Trent Cotchin","9",3,2020,"Richmond"
"4666","Shai Bolton","9",2,2020,"Richmond"
"4667","Dylan Grimes","9",1,2020,"Richmond"
"4668","Travis Boak","9",10,2020,"Port Adelaide"
"4669","Ollie Wines","9",8,2020,"Port Adelaide"
"4670","Dan Houston","9",3,2020,"Port Adelaide"
"4671","Karl Amon","9",3,2020,"Port Adelaide"
"4672","Darcy Byrne-Jones","9",2,2020,"Port Adelaide"
"4673","Mitchell Georgiades","9",2,2020,"Port Adelaide"
"4674","Tom Rockliff","9",2,2020,"Port Adelaide"
"4675","Jack Gunston","9",9,2020,"Hawthorn"
"4676","Tom Mitchell","9",8,2020,"Hawthorn"
"4677","Liam Shiels","9",7,2020,"Hawthorn"
"4678","Sam Frost","9",4,2020,"Hawthorn"
"4679","Isaac Smith","9",1,2020,"Hawthorn"
"4680","Patrick Cripps","9",1,2020,"Carlton"
"4681","Lachie Neale","9",10,2020,"Brisbane Lions"
"4682","Charlie Cameron","9",6,2020,"Brisbane Lions"
"4683","Alex Witherden","9",5,2020,"Brisbane Lions"
"4684","Noah Answerth","9",4,2020,"Brisbane Lions"
"4685","Andrew McGrath","9",2,2020,"Essendon"
"4686","Dayne Zorko","9",2,2020,"Brisbane Lions"
"4687","Jarrod Berry","9",1,2020,"Brisbane Lions"
"4688","Luke McDonald","9",10,2020,"North Melbourne"
"4689","Jed Anderson","9",7,2020,"North Melbourne"
"4690","Todd Goldstein","9",6,2020,"North Melbourne"
"4691","Trent Dumont","9",5,2020,"North Melbourne"
"4692","Cameron Zurhaar","9",2,2020,"North Melbourne"
"4693","Zak Jones","9",8,2020,"St Kilda"
"4694","Jade Gresham","9",7,2020,"St Kilda"
"4695","Jack Steele","9",7,2020,"St Kilda"
"4696","Nick Hind","9",6,2020,"St Kilda"
"4697","Hunter Clark","9",1,2020,"St Kilda"
"4698","Luke Parker","9",1,2020,"Sydney"
"4699","Nic Naitanui","9",10,2020,"West Coast"
"4700","Josh J. Kennedy","9",6,2020,"West Coast"
"4701","Tom Stewart","9",4,2020,"Geelong"
"4702","Mitch Duncan","9",4,2020,"Geelong"
"4703","Elliot Yeo","9",4,2020,"West Coast"
"4704","Tim Kelly","9",2,2020,"West Coast"
"4705","Lachie Whitfield","9",9,2020,"Greater Western Sydney"
"4706","Lachie Whitfield","9",9,2020,"Greater Western Sydney"
"4707","Jacob Hopper","9",9,2020,"Greater Western Sydney"
"4708","Jacob Hopper","9",9,2020,"Greater Western Sydney"
"4709","Josh Kelly","9",5,2020,"Greater Western Sydney"
"4710","Josh Kelly","9",5,2020,"Greater Western Sydney"
"4711","Zac Williams","9",5,2020,"Greater Western Sydney"
