"","player_name","match_round","vote","season","player_team"
"1516","Isaac Smith","2",1,2018,"Hawthorn"
"1517","Steele Sidebottom","3",10,2018,"Collingwood"
"1518","Brodie Grundy","3",7,2018,"Collingwood"
"1519","Jack Crisp","3",6,2018,"Collingwood"
"1520","Josh Thomas","3",5,2018,"Collingwood"
"1521","Will Hoskin-Elliott","3",1,2018,"Collingwood"
"1522","Marc Murphy","3",1,2018,"Carlton"
"1523","Stefan Martin","3",9,2018,"Brisbane Lions"
"1524","Jared Polec","3",8,2018,"Port Adelaide"
"1525","Sam Gray","3",7,2018,"Port Adelaide"
"1526","Hamish Hartlett","3",4,2018,"Port Adelaide"
"1527","Dayne Zorko","3",1,2018,"Brisbane Lions"
"1528","Darcy Gardiner","3",1,2018,"Brisbane Lions"
"1529","Max Gawn","3",10,2018,"Melbourne"
"1530","Jesse Hogan","3",5,2018,"Melbourne"
"1531","Christian Petracca","3",4,2018,"Melbourne"
"1532","Christian Salem","3",3,2018,"Melbourne"
"1533","Ben Cunnington","3",3,2018,"North Melbourne"
"1534","Ben Brown","3",2,2018,"North Melbourne"
"1535","Dean Kent","3",2,2018,"Melbourne"
"1536","Nathan Jones","3",1,2018,"Melbourne"
"1537","Nat Fyfe","3",10,2018,"Fremantle"
"1538","Ed Langdon","3",6,2018,"Fremantle"
"1539","Michael Walters","3",4,2018,"Fremantle"
"1540","Alex Pearce","3",4,2018,"Fremantle"
"1541","Lachie Neale","3",3,2018,"Fremantle"
"1542","Aaron Sandilands","3",2,2018,"Fremantle"
"1543","Brandon Matera","3",1,2018,"Fremantle"
"1544","Callum Sinclair","3",8,2018,"Sydney"
"1545","Callum Mills","3",6,2018,"Sydney"
"1546","Will Hayward","3",4,2018,"Sydney"
"1547","Lewis Melican","3",4,2018,"Sydney"
"1548","George Hewett","3",3,2018,"Sydney"
"1549","Jonathon Patton","3",2,2018,"Greater Western Sydney"
"1550","Jonathon Patton","3",2,2018,"Greater Western Sydney"
"1551","Stephen Coniglio","3",2,2018,"Greater Western Sydney"
"1552","Stephen Coniglio","3",2,2018,"Greater Western Sydney"
"1553","Lance Franklin","3",1,2018,"Sydney"
"1554","Bryce Gibbs","3",10,2018,"Adelaide"
"1555","Rory Laird","3",7,2018,"Adelaide"
"1556","Paul Seedsman","3",7,2018,"Adelaide"
"1557","Sam Jacobs","3",2,2018,"Adelaide"
"1558","Luke Brown","3",2,2018,"Adelaide"
"1559","Sebastian Ross","3",1,2018,"St Kilda"
"1560","Eddie Betts","3",1,2018,"Adelaide"
"1561","Trent Cotchin","3",10,2018,"Richmond"
"1562","Tom Mitchell","3",6,2018,"Hawthorn"
"1563","Jack Riewoldt","3",5,2018,"Richmond"
"1564","Shane Edwards","3",4,2018,"Richmond"
"1565","Alex Rance","3",4,2018,"Richmond"
"1566","Ben McEvoy","3",1,2018,"Hawthorn"
"1567","Dom Sheed","3",9,2018,"West Coast"
"1568","Brad Sheppard","3",5,2018,"West Coast"
"1569","Patrick Dangerfield","3",5,2018,"Geelong"
"1570","Luke Shuey","3",4,2018,"West Coast"
"1571","Sam Menegola","3",3,2018,"Geelong"
"1572","Gary Ablett","3",2,2018,"Geelong"
"1573","Andrew Gaff","3",1,2018,"West Coast"
"1574","Tom Stewart","3",1,2018,"Geelong"
"1575","Lachie Hunter","3",10,2018,"Western Bulldogs"
"1576","Bailey Williams","3",7,2018,"Western Bulldogs"
"1577","Jack Macrae","3",4,2018,"Western Bulldogs"
"1578","Zaine Cordy","3",3,2018,"Western Bulldogs"
"1579","Toby McLean","3",3,2018,"Western Bulldogs"
"1580","Matthew Suckling","3",2,2018,"Western Bulldogs"
"1581","Luke Dahlhaus","3",1,2018,"Western Bulldogs"
"1582","Brodie Grundy","4",9,2018,"Collingwood"
"1583","Steele Sidebottom","4",9,2018,"Collingwood"
"1584","Jaidyn Stephenson","4",5,2018,"Collingwood"
"1585","Adam Treloar","4",4,2018,"Collingwood"
"1586","Scott Pendlebury","4",3,2018,"Collingwood"
"1587","Nick Haynes","4",10,2018,"Greater Western Sydney"
"1588","Nick Haynes","4",10,2018,"Greater Western Sydney"
"1589","Brett Deledio","4",8,2018,"Greater Western Sydney"
"1590","Brett Deledio","4",8,2018,"Greater Western Sydney"
"1591","Callan Ward","4",3,2018,"Greater Western Sydney"
"1592","Callan Ward","4",3,2018,"Greater Western Sydney"
"1593","Heath Shaw","4",3,2018,"Greater Western Sydney"
"1594","Heath Shaw","4",3,2018,"Greater Western Sydney"
"1595","Stephen Hill","4",2,2018,"Fremantle"
"1596","Toby Greene","4",2,2018,"Greater Western Sydney"
"1597","Toby Greene","4",2,2018,"Greater Western Sydney"
"1598","Tim Taranto","4",1,2018,"Greater Western Sydney"
"1599","Tim Taranto","4",1,2018,"Greater Western Sydney"
"1600","Jeremy Cameron","4",1,2018,"Greater Western Sydney"
"1601","Jeremy Cameron","4",1,2018,"Greater Western Sydney"
"1602","Dustin Martin","4",9,2018,"Richmond"
"1603","Trent Cotchin","4",8,2018,"Richmond"
"1604","Kane Lambert","4",5,2018,"Richmond"
"1605","David Astbury","4",3,2018,"Richmond"
"1606","Shaun Grigg","4",2,2018,"Richmond"
"1607","Jason Castagna","4",2,2018,"Richmond"
"1608","Reece Conca","4",1,2018,"Richmond"
"1609","Isaac Heeney","4",8,2018,"Sydney"
"1610","Jack Macrae","4",5,2018,"Western Bulldogs"
"1611","Aaron Naughton","4",4,2018,"Western Bulldogs"
"1612","Luke Parker","4",4,2018,"Sydney"
"1613","Dane Rampe","4",3,2018,"Sydney"
"1614","Toby McLean","4",2,2018,"Western Bulldogs"
"1615","Lance Franklin","4",2,2018,"Sydney"
"1616","Bailey Williams","4",1,2018,"Western Bulldogs"
"1617","Matthew Suckling","4",1,2018,"Western Bulldogs"
"1618","Jeremy McGovern","4",9,2018,"West Coast"
"1619","Elliot Yeo","4",9,2018,"West Coast"
"1620","Jamie Cripps","4",3,2018,"West Coast"
"1621","Josh J. Kennedy","4",3,2018,"West Coast"
"1622","Chris Masten","4",2,2018,"West Coast"
"1623","Andrew Gaff","4",2,2018,"West Coast"
"1624","Jack Darling","4",1,2018,"West Coast"
"1625","Nic Naitanui","4",1,2018,"West Coast"
"1626","Ben Brown","4",10,2018,"North Melbourne"
"1627","Shaun Higgins","4",7,2018,"North Melbourne"
"1628","Shaun Atley","4",6,2018,"North Melbourne"
"1629","Scott Thompson","4",5,2018,"North Melbourne"
"1630","Kayne Turner","4",1,2018,"North Melbourne"
"1631","Jed Anderson","4",1,2018,"North Melbourne"
"1632","Michael Hurley","4",8,2018,"Essendon"
"1633","Dyson Heppell","4",6,2018,"Essendon"
"1634","Robbie Gray","4",6,2018,"Port Adelaide"
"1635","David Myers","4",5,2018,"Essendon"
"1636","Brendon Goddard","4",3,2018,"Essendon"
"1637","Zach Merrett","4",2,2018,"Essendon"
"1638","Liam Shiels","4",10,2018,"Hawthorn"
"1639","Jaeger O'Meara","4",7,2018,"Hawthorn"
"1640","Luke Breust","4",7,2018,"Hawthorn"
"1641","Jarman Impey","4",2,2018,"Hawthorn"
"1642","Isaac Smith","4",2,2018,"Hawthorn"
"1643","Ben Stratton","4",1,2018,"Hawthorn"
"1644","James Sicily","4",1,2018,"Hawthorn"
"1645","Brandan Parfitt","4",10,2018,"Geelong"
"1646","Tom Stewart","4",7,2018,"Geelong"
"1647","Daniel Menzel","4",7,2018,"Geelong"
"1648","Patrick Dangerfield","4",2,2018,"Geelong"
"1649","Joel Selwood","4",2,2018,"Geelong"
"1650","Sam Menegola","4",1,2018,"Geelong"
"1651","Zach Tuohy","4",1,2018,"Geelong"
"1652","Paul Seedsman","5",10,2018,"Adelaide"
"1653","Rory Atkins","5",7,2018,"Adelaide"
"1654","Taylor Walker","5",6,2018,"Adelaide"
"1655","Tom Doedee","5",3,2018,"Adelaide"
"1656","Tom Lynch","5",2,2018,"Adelaide"
"1657","Rory Laird","5",1,2018,"Adelaide"
"1658","Zak Jones","5",1,2018,"Sydney"
"1659","Sebastian Ross","5",10,2018,"St Kilda"
"1660","Brett Deledio","5",7,2018,"Greater Western Sydney"
"1661","Brett Deledio","5",7,2018,"Greater Western Sydney"
"1662","Jack Steven","5",4,2018,"St Kilda"
"1663","Ben Long","5",3,2018,"St Kilda"
"1664","Callan Ward","5",2,2018,"Greater Western Sydney"
"1665","Callan Ward","5",2,2018,"Greater Western Sydney"
"1666","Tom Hickey","5",2,2018,"St Kilda"
"1667","Maverick Weller","5",1,2018,"St Kilda"
"1668","Phil Davis","5",1,2018,"Greater Western Sydney"
"1669","Phil Davis","5",1,2018,"Greater Western Sydney"
"1670","Patrick Cripps","5",10,2018,"Carlton"
"1671","Andrew Gaff","5",8,2018,"West Coast"
"1672","Kade Simpson","5",5,2018,"Carlton"
"1673","Elliot Yeo","5",3,2018,"West Coast"
"1674","Chris Masten","5",2,2018,"West Coast"
"1675","Zac Fisher","5",1,2018,"Carlton"
"1676","Brad Sheppard","5",1,2018,"West Coast"
"1677","Nat Fyfe","5",10,2018,"Fremantle"
"1678","Michael Walters","5",8,2018,"Fremantle"
"1679","Aaron Sandilands","5",5,2018,"Fremantle"
"1680","Nathan Wilson","5",5,2018,"Fremantle"
"1681","Cam McCarthy","5",1,2018,"Fremantle"
"1682","Ed Langdon","5",1,2018,"Fremantle"
"1683","Joel Selwood","5",9,2018,"Geelong"
"1684","Patrick Dangerfield","5",5,2018,"Geelong"
"1685","Jed Bews","5",5,2018,"Geelong"
"1686","Ollie Wines","5",3,2018,"Port Adelaide"
"1687","Mark Blicavs","5",3,2018,"Geelong"
"1688","Sam Menegola","5",2,2018,"Geelong"
"1689","Robbie Gray","5",2,2018,"Port Adelaide"
"1690","George Horlin-Smith","5",1,2018,"Geelong"
"1691","Ben Cunnington","5",10,2018,"North Melbourne"
"1692","Ben Jacobs","5",6,2018,"North Melbourne"
"1693","Luke Breust","5",5,2018,"Hawthorn"
"1694","Robbie Tarrant","5",4,2018,"North Melbourne"
"1695","Todd Goldstein","5",4,2018,"North Melbourne"
"1696","Ben Brown","5",1,2018,"North Melbourne"
"1697","Touk Miller","5",10,2018,"Gold Coast"
"1698","Brayden Fiorini","5",7,2018,"Gold Coast"
"1699","Harris Andrews","5",5,2018,"Brisbane Lions"
"1700","Jarrod Harbrow","5",5,2018,"Gold Coast"
"1701","Jarrod Berry","5",2,2018,"Brisbane Lions"
"1702","Lachie Weller","5",1,2018,"Gold Coast"
"1703","Kane Lambert","5",10,2018,"Richmond"
"1704","Shane Edwards","5",7,2018,"Richmond"
"1705","Bachar Houli","5",4,2018,"Richmond"
"1706","Jason Castagna","5",3,2018,"Richmond"
"1707","Oscar McDonald","5",2,2018,"Melbourne"
"1708","David Astbury","5",2,2018,"Richmond"
"1709","Dustin Martin","5",1,2018,"Richmond"
"1710","Jesse Hogan","5",1,2018,"Melbourne"
"1711","Adam Treloar","5",10,2018,"Collingwood"
"1712","Steele Sidebottom","5",7,2018,"Collingwood"
"1713","Scott Pendlebury","5",5,2018,"Collingwood"
"1714","Jordan De Goey","5",3,2018,"Collingwood"
"1715","Brayden Maynard","5",2,2018,"Collingwood"
"1716","Brodie Grundy","5",2,2018,"Collingwood"
"1717","Travis Varcoe","5",1,2018,"Collingwood"
"1718","Marcus Bontempelli","6",9,2018,"Western Bulldogs"
"1719","Patrick Cripps","6",8,2018,"Carlton"
"1720","Jack Macrae","6",7,2018,"Western Bulldogs"
"1721","Lachie Hunter","6",4,2018,"Western Bulldogs"
"1722","Zac Fisher","6",2,2018,"Carlton"
"1723","Callum Sinclair","6",9,2018,"Sydney"
"1724","Josh P. Kennedy","6",9,2018,"Sydney"
"1725","Tim Kelly","6",5,2018,"Geelong"
"1726","Tom Stewart","6",3,2018,"Geelong"
"1727","Jake Lloyd","6",3,2018,"Sydney"
"1728","Isaac Heeney","6",1,2018,"Sydney"
"1729","Sam Gray","6",8,2018,"Port Adelaide"
"1730","Jared Polec","6",7,2018,"Port Adelaide"
"1731","Brad Ebert","6",6,2018,"Port Adelaide"
"1732","Tom Jonas","6",4,2018,"Port Adelaide"
"1733","Justin Westhoff","6",3,2018,"Port Adelaide"
"1734","Ben Cunnington","6",2,2018,"North Melbourne"
"1735","Lachie Whitfield","6",9,2018,"Greater Western Sydney"
"1736","Lachie Whitfield","6",9,2018,"Greater Western Sydney"
"1737","Matt de Boer","6",8,2018,"Greater Western Sydney"
"1738","Matt de Boer","6",8,2018,"Greater Western Sydney"
"1739","Dylan Shiel","6",7,2018,"Greater Western Sydney"
"1740","Dylan Shiel","6",7,2018,"Greater Western Sydney"
"1741","Dayne Beams","6",2,2018,"Brisbane Lions"
"1742","Brett Deledio","6",2,2018,"Greater Western Sydney"
"1743","Brett Deledio","6",2,2018,"Greater Western Sydney"
"1744","Tim Taranto","6",1,2018,"Greater Western Sydney"
"1745","Tim Taranto","6",1,2018,"Greater Western Sydney"
"1746","Darcy Gardiner","6",1,2018,"Brisbane Lions"
"1747","Wayne Milera","6",10,2018,"Adelaide"
"1748","Tom Lynch","6",5,2018,"Adelaide"
"1749","David Swallow","6",5,2018,"Gold Coast"
"1750","Daniel Talia","6",4,2018,"Adelaide"
"1751","Matt Crouch","6",4,2018,"Adelaide"
"1752","Richard Douglas","6",1,2018,"Adelaide"
"1753","Rory Atkins","6",1,2018,"Adelaide"
"1754","Isaac Smith","6",10,2018,"Hawthorn"
"1755","Tom Mitchell","6",7,2018,"Hawthorn"
"1756","Ben McEvoy","6",4,2018,"Hawthorn"
"1757","Luke Breust","6",3,2018,"Hawthorn"
"1758","Blake Hardwick","6",2,2018,"Hawthorn"
"1759","Ricky Henderson","6",2,2018,"Hawthorn"
"1760","Harry Morrison","6",1,2018,"Hawthorn"
"1761","Jack Gunston","6",1,2018,"Hawthorn"
"1762","Max Gawn","6",10,2018,"Melbourne"
"1763","Nathan Jones","6",6,2018,"Melbourne"
"1764","Christian Salem","6",4,2018,"Melbourne"
"1765","Jake Melksham","6",4,2018,"Melbourne"
"1766","Devon Smith","6",2,2018,"Essendon"
"1767","Neville Jetta","6",2,2018,"Melbourne"
"1768","Zach Merrett","6",1,2018,"Essendon"
"1769","Michael Hurley","6",1,2018,"Essendon"
"1770","Jack Redden","6",7,2018,"West Coast"
"1771","Shannon Hurn","6",6,2018,"West Coast"
"1772","Andrew Gaff","6",5,2018,"West Coast"
"1773","Scott Lycett","6",5,2018,"West Coast"
"1774","Lachie Neale","6",4,2018,"Fremantle"
"1775","Jack Darling","6",2,2018,"West Coast"
"1776","Ed Langdon","6",1,2018,"Fremantle"
"1777","Trent Cotchin","6",10,2018,"Richmond"
"1778","Jeremy Howe","6",8,2018,"Collingwood"
"1779","Toby Nankervis","6",5,2018,"Richmond"
"1780","Dustin Martin","6",5,2018,"Richmond"
"1781","Adam Treloar","6",1,2018,"Collingwood"
"1782","Jayden Short","6",1,2018,"Richmond"
"1783","Tim Kelly","7",9,2018,"Geelong"
"1784","Mitch Duncan","7",7,2018,"Geelong"
"1785","Tom Hawkins","7",5,2018,"Geelong"
"1786","Patrick Dangerfield","7",5,2018,"Geelong"
"1787","Jack Henry","7",2,2018,"Geelong"
"1788","Mark Blicavs","7",2,2018,"Geelong"
"1789","Jack Macrae","7",10,2018,"Western Bulldogs"
"1790","Lachie Hunter","7",8,2018,"Western Bulldogs"
"1791","Toby McLean","7",6,2018,"Western Bulldogs"
"1792","Bailey Williams","7",4,2018,"Western Bulldogs"
"1793","Callum Ah Chee","7",1,2018,"Gold Coast"
"1794","Luke Dahlhaus","7",1,2018,"Western Bulldogs"
"1795","James Sicily","7",10,2018,"Hawthorn"
"1796","Jarryd Roughead","7",5,2018,"Hawthorn"
"1797","Tom Mitchell","7",5,2018,"Hawthorn"
"1798","Tom Bellchambers","7",4,2018,"Essendon"
"1799","Isaac Smith","7",3,2018,"Hawthorn"
"1800","Blake Hardwick","7",3,2018,"Hawthorn"
"1801","Jack Darling","7",9,2018,"West Coast"
"1802","Jack Redden","7",9,2018,"West Coast"
"1803","Andrew Gaff","7",6,2018,"West Coast"
"1804","Willie Rioli","7",3,2018,"West Coast"
"1805","Shannon Hurn","7",2,2018,"West Coast"
"1806","Tom Cole","7",1,2018,"West Coast"
"1807","Richard Douglas","7",10,2018,"Adelaide"
"1808","Mitch McGovern","7",8,2018,"Adelaide"
"1809","Rory Laird","7",6,2018,"Adelaide"
"1810","Hugh Greenwood","7",4,2018,"Adelaide"
"1811","Cameron Ellis-Yolmen","7",1,2018,"Adelaide"
"1812","Paul Seedsman","7",1,2018,"Adelaide"
"1813","Shaun Higgins","7",9,2018,"North Melbourne"
"1814","Mason Wood","7",9,2018,"North Melbourne"
"1815","Josh P. Kennedy","7",4,2018,"Sydney"
"1816","Callum Sinclair","7",3,2018,"Sydney"
"1817","Ben Jacobs","7",2,2018,"North Melbourne"
"1818","Heath Grundy","7",2,2018,"Sydney"
"1819","Ed Vickers-Willis","7",1,2018,"North Melbourne"
"1820","Nat Fyfe","7",10,2018,"Fremantle"
"1821","Alex Rance","7",7,2018,"Richmond"
"1822","Kane Lambert","7",7,2018,"Richmond"
"1823","Dylan Grimes","7",2,2018,"Richmond"
"1824","Dustin Martin","7",2,2018,"Richmond"
"1825","Jack Graham","7",1,2018,"Richmond"
"1826","Bachar Houli","7",1,2018,"Richmond"
"1827","Angus Brayshaw","7",8,2018,"Melbourne"
"1828","Clayton Oliver","7",7,2018,"Melbourne"
"1829","Jesse Hogan","7",6,2018,"Melbourne"
"1830","Max Gawn","7",5,2018,"Melbourne"
"1831","Michael Hibberd","7",3,2018,"Melbourne"
"1832","Jack Steven","7",1,2018,"St Kilda"
"1833","Dayne Zorko","7",10,2018,"Brisbane Lions"
"1834","Jordan De Goey","7",6,2018,"Collingwood"
"1835","Tom Phillips","7",5,2018,"Collingwood"
"1836","Stefan Martin","7",4,2018,"Brisbane Lions"
"1837","Lewis Taylor","7",3,2018,"Brisbane Lions"
"1838","Josh Thomas","7",1,2018,"Collingwood"
"1839","Dayne Beams","7",1,2018,"Brisbane Lions"
"1840","Ben Ronke","8",10,2018,"Sydney"
"1841","Luke Parker","8",7,2018,"Sydney"
"1842","Jack Gunston","8",6,2018,"Hawthorn"
"1843","Jake Lloyd","8",3,2018,"Sydney"
"1844","Harry Cunningham","8",2,2018,"Sydney"
"1845","Shaun Burgoyne","8",1,2018,"Hawthorn"
"1846","Daniel Howe","8",1,2018,"Hawthorn"
"1847","Jack Darling","8",10,2018,"West Coast"
"1848","Brad Sheppard","8",6,2018,"West Coast"
"1849","Lachie Whitfield","8",6,2018,"Greater Western Sydney"
"1850","Lachie Whitfield","8",6,2018,"Greater Western Sydney"
"1851","Andrew Gaff","8",3,2018,"West Coast"
"1852","Tom Barrass","8",3,2018,"West Coast"
"1853","Callan Ward","8",1,2018,"Greater Western Sydney"
"1854","Callan Ward","8",1,2018,"Greater Western Sydney"
"1855","Jamie Cripps","8",1,2018,"West Coast"
"1856","Ed Curnow","8",9,2018,"Carlton"
"1857","Patrick Cripps","8",9,2018,"Carlton"
"1858","Matthew Kreuzer","8",6,2018,"Carlton"
"1859","Dyson Heppell","8",2,2018,"Essendon"
"1860","Devon Smith","8",2,2018,"Essendon"
"1861","Charlie Curnow","8",1,2018,"Carlton"
"1862","Dale Thomas","8",1,2018,"Carlton"
"1863","Tom McDonald","8",9,2018,"Melbourne"
"1864","James Harmes","8",6,2018,"Melbourne"
"1865","Clayton Oliver","8",6,2018,"Melbourne"
"1866","Max Gawn","8",6,2018,"Melbourne"
"1867","Christian Salem","8",2,2018,"Melbourne"
"1868","Jordan Lewis","8",1,2018,"Melbourne"
"1869","Robbie Gray","8",10,2018,"Port Adelaide"
"1870","Paddy Ryder","8",6,2018,"Port Adelaide"
"1871","Tom Rockliff","8",5,2018,"Port Adelaide"
"1872","Tom Jonas","8",4,2018,"Port Adelaide"
"1873","Rory Atkins","8",2,2018,"Adelaide"
"1874","Rory Laird","8",2,2018,"Adelaide"
"1875","Sam Powell-Pepper","8",1,2018,"Port Adelaide"
"1876","Nat Fyfe","8",10,2018,"Fremantle"
"1877","Aaron Sandilands","8",6,2018,"Fremantle"
"1878","Ed Langdon","8",4,2018,"Fremantle"
"1879","Jimmy Webster","8",4,2018,"St Kilda"
"1880","Luke Ryan","8",3,2018,"Fremantle"
"1881","Connor Blakely","8",2,2018,"Fremantle"
"1882","Lachie Neale","8",1,2018,"Fremantle"
"1883","Jack Macrae","8",10,2018,"Western Bulldogs"
"1884","Dayne Zorko","8",7,2018,"Brisbane Lions"
"1885","Marcus Bontempelli","8",4,2018,"Western Bulldogs"
"1886","Matthew Suckling","8",4,2018,"Western Bulldogs"
"1887","Caleb Daniel","8",3,2018,"Western Bulldogs"
"1888","Charlie Cameron","8",2,2018,"Brisbane Lions"
"1889","Ben Cunnington","8",9,2018,"North Melbourne"
"1890","Trent Cotchin","8",9,2018,"Richmond"
"1891","Josh Caddy","8",4,2018,"Richmond"
"1892","Ben Jacobs","8",3,2018,"North Melbourne"
"1893","Nick Vlastuin","8",3,2018,"Richmond"
"1894","Kane Lambert","8",2,2018,"Richmond"
"1895","Tom Stewart","8",9,2018,"Geelong"
"1896","Sam Menegola","8",9,2018,"Geelong"
"1897","Adam Treloar","8",4,2018,"Collingwood"
"1898","Jack Crisp","8",3,2018,"Collingwood"
"1899","Jeremy Howe","8",2,2018,"Collingwood"
"1900","Esava Ratugolea","8",2,2018,"Geelong"
"1901","Tim Kelly","8",1,2018,"Geelong"
"1902","Eddie Betts","9",10,2018,"Adelaide"
"1903","Paul Seedsman","9",7,2018,"Adelaide"
"1904","Cameron Ellis-Yolmen","9",6,2018,"Adelaide"
"1905","Hugh Greenwood","9",4,2018,"Adelaide"
"1906","Rory Laird","9",2,2018,"Adelaide"
"1907","Bryce Gibbs","9",1,2018,"Adelaide"
"1908","Sam Powell-Pepper","9",9,2018,"Port Adelaide"
"1909","Travis Boak","9",6,2018,"Port Adelaide"
"1910","Darcy Byrne-Jones","9",4,2018,"Port Adelaide"
"1911","Tom Jonas","9",4,2018,"Port Adelaide"
"1912","Jarrod Witts","9",3,2018,"Gold Coast"
"1913","Ollie Wines","9",2,2018,"Port Adelaide"
"1914","Chad Wingard","9",2,2018,"Port Adelaide"
"1915","Jarrad Waite","9",9,2018,"North Melbourne"
"1916","Ben Brown","9",8,2018,"North Melbourne"
"1917","Todd Goldstein","9",5,2018,"North Melbourne"
"1918","Jed Anderson","9",4,2018,"North Melbourne"
"1919","Ben Jacobs","9",2,2018,"North Melbourne"
"1920","Jacob Hopper","9",1,2018,"Greater Western Sydney"
"1921","Jacob Hopper","9",1,2018,"Greater Western Sydney"
"1922","Jack Ziebell","9",1,2018,"North Melbourne"
"1923","Cale Hooker","9",10,2018,"Essendon"
"1924","Shaun McKernan","9",8,2018,"Essendon"
"1925","Dyson Heppell","9",6,2018,"Essendon"
"1926","Zach Merrett","9",2,2018,"Essendon"
"1927","David Zaharakis","9",2,2018,"Essendon"
"1928","Mark Baguley","9",1,2018,"Essendon"
"1929","Brendon Goddard","9",1,2018,"Essendon"
"1930","Jarrad McVeigh","9",9,2018,"Sydney"
"1931","Jake Lloyd","9",9,2018,"Sydney"
"1932","Luke Parker","9",6,2018,"Sydney"
"1933","Callum Mills","9",2,2018,"Sydney"
"1934","Dane Rampe","9",2,2018,"Sydney"
"1935","Josh P. Kennedy","9",1,2018,"Sydney"
"1936","Isaac Heeney","9",1,2018,"Sydney"
"1937","Jordan De Goey","9",10,2018,"Collingwood"
"1938","Tom Phillips","9",6,2018,"Collingwood"
"1939","Scott Pendlebury","9",5,2018,"Collingwood"
"1940","Jeremy Howe","9",4,2018,"Collingwood"
"1941","Jack Newnes","9",3,2018,"St Kilda"
"1942","Steele Sidebottom","9",2,2018,"Collingwood"
"1943","Jake Melksham","9",10,2018,"Melbourne"
"1944","Tom McDonald","9",8,2018,"Melbourne"
"1945","Nathan Jones","9",6,2018,"Melbourne"
"1946","Jake Lever","9",2,2018,"Melbourne"
"1947","Max Gawn","9",2,2018,"Melbourne"
"1948","Alex Neal-Bullen","9",1,2018,"Melbourne"
"1949","Patrick Cripps","9",1,2018,"Carlton"
"1950","Jack Darling","9",10,2018,"West Coast"
"1951","Elliot Yeo","9",8,2018,"West Coast"
"1952","Jack Riewoldt","9",5,2018,"Richmond"
"1953","Nic Naitanui","9",3,2018,"West Coast"
"1954","Jeremy McGovern","9",3,2018,"West Coast"
"1955","Andrew Gaff","9",1,2018,"West Coast"
"1956","Hugh McCluggage","9",9,2018,"Brisbane Lions"
"1957","Tom Cutler","9",5,2018,"Brisbane Lions"
"1958","Dayne Beams","9",5,2018,"Brisbane Lions"
"1959","Dayne Zorko","9",4,2018,"Brisbane Lions"
"1960","Harris Andrews","9",4,2018,"Brisbane Lions"
